stimulus,memorability,scaled_memory_hits,X,score_emotional,sd_emotional,score_humanmade,sd_humanmade,score_outdoors,sd_outdoors,score_shoebox,sd_shoebox,humanmade_pass,outdoors_pass,shoebox_pass,humanmade_response,outdoors_response,shoebox_response,scaled_emotional,h_index,modal_response,proportion_response,unique,scaled_name
Mask_VenetianCat.jpg,0.0800534075211918,0.7819118488838008,1412,0.0598600640565869,1.17432159515361,1,0,0.25,0.462910049886276,0.7,0.483045891539648,1,0,0,human-made,NA,NA,0.607204116638079,1.949137865273585,mask,0.5555555555555556,0,0.36192109777015435
Mask_VenetianLongNose.jpg,0.0967658594060119,0.8236977676016027,205,0.262780981644764,0.865208191136313,1,0,0.166666666666667,0.408248290463863,0.75,0.462910049886276,1,1,0,human-made,indoors,NA,0.735849056603774,0.5907239186406502,mask,0.8947368421052632,0,0.03316180674671241
Mask_Viking.jpg,-0.07256636200121834,0.22323983972524328,686,0.764698566478415,1.93477371770677,1,0,0.571428571428571,0.534522483824849,0.285714285714286,0.487950036474267,1,0,0,human-made,NA,NA,0.903945111492281,3.03856233607563,helmet,0.2777777777777778,0,0.7747284162378502
MassageRoller.jpg,0.012461773838323297,0.5237550085861477,994,-0.503805365006033,0.282847008245763,1,0,0.25,0.462910049886276,1,0,1,0,1,human-made,NA,smaller than a shoebox,0.175528873642081,3.350209029099897,na,0.2222222222222222,0,0.8564894225271584
Mat_Bamboo.jpg,0.08659550085771596,0.8002289639381798,834,-0.752692856556111,0.45013074675691,1,0,0.25,0.462910049886276,0.428571428571429,0.534522483824849,1,0,0,human-made,NA,NA,0.0291595197255575,3.003112542159205,mat,0.3684210526315789,1,0.7650085763293311
Mat_Car.jpg,0.10511401957457006,0.8488838008013738,1698,-0.445475319262056,0.313842522596665,1,0,0.285714285714286,0.487950036474267,0.428571428571429,0.534522483824849,1,0,0,human-made,NA,NA,0.227558604917095,3.378727103656466,car mats,0.19230769230769232,1,0.8656375071469411
Mat_Door.jpg,0.03993403512687309,0.6382369776760161,206,-0.16799230009567,0.81579693483325,1,0,0.153846153846154,0.36794648440312,0.222222222222222,0.440958551844098,1,1,0,human-made,indoors,NA,0.451114922813036,1.6113834567195195,rug,0.6111111111111112,0,0.24299599771297883
Match.jpg,0.14555718116325148,0.9393245563823698,687,-0.0481920000663647,0.840024786624026,1,0,0.375,0.517549169506766,1,0,1,0,1,human-made,NA,smaller than a shoebox,0.533447684391081,1.9504809632118363,match,0.42105263157894735,1,0.3642081189251001
MatchBook.jpg,0.019248663193598293,0.5563823697767601,502,-0.393383773206237,1.00856066301518,1,0,0.285714285714286,0.487950036474267,1,0,1,0,1,human-made,NA,smaller than a shoebox,0.266437964551172,2.3244093931715555,matches,0.5555555555555556,1,0.5042881646655232
Mattress.jpg,0.005976026844921916,0.4997137950772753,995,-0.586934248125697,0.270173234985439,1,0,0.142857142857143,0.377964473009227,0.285714285714286,0.487950036474267,1,1,0,human-made,indoors,NA,0.111492281303602,0.64020643336047,mattress,0.8823529411764706,1,0.045740423098913664
MeasuringTape.jpg,0.09864450391063527,0.8282770463651975,1413,-0.0649415043688536,0.875930296586568,1,0,0.444444444444444,0.52704627669473,1,0,1,0,1,human-made,NA,smaller than a shoebox,0.526014865637507,2.6158045319402516,measuring tape,0.2777777777777778,1,0.6209262435677531
MeatGrinder.jpg,0.04658665456173882,0.661705781339439,1119,-0.637378327101443,0.251516352817384,1,0,0.428571428571429,0.534522483824849,0.714285714285714,0.487950036474267,1,0,0,human-made,NA,NA,0.0834762721555174,3.169925001442312,meat grinder,0.2222222222222222,1,0.8067467124070897
MeatRaw.jpg,0.11748982757759177,0.8838008013737836,1120,1.571763416679,1.02642863238063,0.111111111111111,0.333333333333333,0,0,1,0,1,1,1,natural,indoors,smaller than a shoebox,0.985706117781589,1.2319817814011405,steak,0.7368421052631579,1,0.14351057747284163
MechanicalSpring.jpg,0.041104763712332335,0.6439610761305095,996,-0.45929298503688,0.810071685373224,1,0,0.428571428571429,0.534522483824849,0.714285714285714,0.487950036474267,1,0,0,human-made,NA,NA,0.216123499142367,1.1284646701440773,spring,0.8235294117647058,1,0.11778158947970269
Megaphone.jpg,0.07216191078831818,0.748712077847739,207,0.601694833416321,1.11611695647602,1,0,0.814814814814815,0.39584739066357,0,0,1,1,1,human-made,outdoors,larger than a shoebox,0.858776443682104,2.5358577759182794,megaphone,0.47368421052631576,1,0.5854774156660949
MemoPaperSpike.jpg,-0.1468944696961096,0.07899255867200916,1414,-0.517059228720474,0.314853298804046,1,0,0,0,0.888888888888889,0.333333333333333,1,1,1,human-made,indoors,smaller than a shoebox,0.156660949113779,3.350209029099897,paper holder,0.2222222222222222,1,0.8564894225271584
MetalChain.jpg,0.08480556821817574,0.7950772753291356,997,-0.103866723132388,0.886204475764596,1,0,0.375,0.517549169506766,0.875,0.353553390593274,1,0,1,human-made,NA,smaller than a shoebox,0.506575185820469,2.1333874913165967,chain,0.5882352941176471,0,0.42710120068610635
MetalDetector.jpg,-0.05982929181619694,0.2575844304522038,208,-0.38934158816014,0.546335763378377,1,0,0.730769230769231,0.452344320861205,0.25,0.462910049886276,1,0,0,human-made,NA,NA,0.269296740994854,1.6688388898504303,metal detector,0.6666666666666666,0,0.2532875929102344
MeterElectric.jpg,-0.11889477404000894,0.12421293646250715,835,-0.112190033598943,0.517727907413077,1,0,1,0,0.833333333333333,0.408248290463863,1,1,1,human-made,outdoors,smaller than a shoebox,0.499714122355632,2.6961990498148554,meter,0.4117647058823529,1,0.6506575185820469
Microphone.jpg,-0.13000794662892518,0.10188895248998282,998,-0.22441131951365,0.908986825864241,1,0,0.125,0.353553390593274,0.333333333333333,0.516397779494322,1,1,0,human-made,indoors,NA,0.40423098913665,1.9833545709443796,microphone,0.6285714285714286,1,0.37564322469982847
Microscope.jpg,0.06024824877619285,0.7080709788208357,1121,0.0360720789191707,0.952976030627475,1,0,0,0,0,0,1,1,1,human-made,indoors,larger than a shoebox,0.594625500285878,1.5534592837283854,microscope,0.7407407407407407,1,0.22469982847341338
Microwave.jpg,-0.07530554375866237,0.2169433314253005,1415,-0.517059228720474,0.314853298804046,1,0,0,0,0,0,1,1,1,human-made,indoors,larger than a shoebox,0.156660949113779,1.106313713864835,microwave,0.8,1,0.11663807890222985
MilkJug.jpg,0.05015479477937196,0.6737263880938752,1699,-0.339934342806848,0.99552816116923,1,0,0.375,0.517549169506766,0.25,0.462910049886276,1,0,0,human-made,NA,NA,0.310463121783877,3.471354487013929,milk jug,0.21052631578947367,1,0.8999428244711264
MilkPitcher.jpg,0.03783169228218088,0.6290784201488265,503,0.211503992454199,1.00705588819758,0.888888888888889,0.333333333333333,0.142857142857143,0.377964473009227,0.222222222222222,0.440958551844098,1,1,0,human-made,indoors,NA,0.695254431103488,2.967064753975466,milk,0.3888888888888889,1,0.7518582046883934
